PRODUCERS,,,,,Summary to Date,,,,,,,,
License Number,Reporting Period, Total Sales, Excise Tax Due ,,,Sales,,,,Excise Tax Due,,,
413174,5/1/2016 - 5/31/2016,"$148,547 ",($18),,,,,,,,,,
414039,5/1/2016 - 5/31/2016,"$120,433 ", $- ,,,,,,,,,,
412901,5/1/2016 - 5/31/2016,"$65,159 ", $- ,,,,,,,,,,
412627,5/1/2016 - 5/31/2016,"$111,708 ", $- ,,,,,,,,,,
412408,5/1/2016 - 5/31/2016,"$78,406 ", $- ,,,,,,,,,,
416008,5/1/2016 - 5/31/2016,"$57,091 ", $- ,,,,,,,,,,
413431,5/1/2016 - 5/31/2016,"$7,874 ", $- ,,,,,,,,,,
412099,5/1/2016 - 5/31/2016,"$4,026 ", $- ,,,,,,,,,,
412078,5/1/2016 - 5/31/2016,"$1,306 ", $- ,,,,,,,,,,
418921,5/1/2016 - 5/31/2016,"$56,890 ", $- ,,,,,,,,,,
416502,5/1/2016 - 5/31/2016,"$414,809 ", $- ,,,,,,,,,,
412063,5/1/2016 - 5/31/2016,"$70,641 ", $- ,,,,,,,,,,
415697,5/1/2016 - 5/31/2016,"$103,141 ",($247),,,,,,,,,,
412617,5/1/2016 - 5/31/2016,"$4,205 ", $- ,,,,,,,,,,
412396,5/1/2016 - 5/31/2016,"$2,997 ", $- ,,,,,,,,,,
412831,5/1/2016 - 5/31/2016,"$11,015 ", $- ,,,,,,,,,,
416677,5/1/2016 - 5/31/2016,"$11,952 ", $- ,,,,,,,,,,
415881,5/1/2016 - 5/31/2016,"$9,244 ", $- ,,,,,,,,,,
415847,5/1/2016 - 5/31/2016,"$136,273 ", $- ,,,,,,,,,,
412252,5/1/2016 - 5/31/2016,"$341,532 ", $- ,,,,,,,,,,
412154,5/1/2016 - 5/31/2016,"$59,389 ", $- ,,,,,,,,,,
405661,5/1/2016 - 5/31/2016,"$4,954 ", $- ,,,,,,,,,,
416339,5/1/2016 - 5/31/2016,"$9,322 ", $- ,,,,,,,,,,
413464,5/1/2016 - 5/31/2016,"$40,858 ", $- ,,,,,,,,,,
413948,5/1/2016 - 5/31/2016,"$163,429 ", $- ,,,,,,,,,,
414041,5/1/2016 - 5/31/2016,"$56,578 ", $- ,,,,,,,,,,
416538,5/1/2016 - 5/31/2016,"$12,485 ", $- ,,,,,,,,,,
421098,5/1/2016 - 5/31/2016,"$22,691 ", $- ,,,,,,,,,,
414462,5/1/2016 - 5/31/2016,"$215,083 ",($0.01),,,,,,,,,,
413084,5/1/2016 - 5/31/2016,"$23,124 ", $- ,,,,,,,,,,
420213,5/1/2016 - 5/31/2016,"$85,944 ", $- ,,,,,,,,,,
416527,5/1/2016 - 5/31/2016,"$34,294 ", $- ,,,,,,,,,,
415970,5/1/2016 - 5/31/2016,"$28,259 ", $- ,,,,,,,,,,
416551,5/1/2016 - 5/31/2016,"$76,617 ", $- ,,,,,,,,,,
412017,5/1/2016 - 5/31/2016,"$1,800 ", $- ,,,,,,,,,,
412246,5/1/2016 - 5/31/2016,"$51,015 ", $- ,,,,,,,,,,
416393,5/1/2016 - 5/31/2016,"$28,612 ", $- ,,,,,,,,,,
412449,5/1/2016 - 5/31/2016,"$3,591 ", $- ,,,,,,,,,,
412819,5/1/2016 - 5/31/2016,"$1,944 ", $- ,,,,,,,,,,
412691,5/1/2016 - 5/31/2016,"$19,571 ", $- ,,,,,,,,,,
416853,5/1/2016 - 5/31/2016,"$37,726 ", $- ,,,,,,,,,,
412304,5/1/2016 - 5/31/2016,"$6,575 ", $- ,,,,,,,,,,
416315,5/1/2016 - 5/31/2016,"$11,711 ", $- ,,,,,,,,,,
412392,5/1/2016 - 5/31/2016,"$109,844 ", $- ,,,,,,,,,,
412148,5/1/2016 - 5/31/2016,"$41,317 ", $- ,,,,,,,,,,
416198,5/1/2016 - 5/31/2016,$375 , $- ,,,,,,,,,,
414323,5/1/2016 - 5/31/2016,"$37,987 ", $- ,,,,,,,,,,
416334,5/1/2016 - 5/31/2016,"$93,517 ", $- ,,,,,,,,,,
416412,5/1/2016 - 5/31/2016,"$3,030 ", $- ,,,,,,,,,,
412229,5/1/2016 - 5/31/2016,"$249,034 ",($0.02),,,,,,,,,,
418524,5/1/2016 - 5/31/2016,"$54,963 ", $- ,,,,,,,,,,
412815,5/1/2016 - 5/31/2016,"$55,209 ", $- ,,,,,,,,,,
416804,5/1/2016 - 5/31/2016,"$34,327 ", $- ,,,,,,,,,,
415932,5/1/2016 - 5/31/2016,"$8,627 ", $- ,,,,,,,,,,
414286,5/1/2016 - 5/31/2016,"$192,324 ",($123),,,,,,,,,,
413858,5/1/2016 - 5/31/2016,"$8,144 ", $- ,,,,,,,,,,
420031,5/1/2016 - 5/31/2016,"$86,913 ", $- ,,,,,,,,,,
415713,5/1/2016 - 5/31/2016,"$50,624 ", $- ,,,,,,,,,,
413130,5/1/2016 - 5/31/2016,"$1,411 ", $- ,,,,,,,,,,
413954,5/1/2016 - 5/31/2016,"$11,233 ", $- ,,,,,,,,,,
413952,5/1/2016 - 5/31/2016,"$17,630 ", $- ,,,,,,,,,,
412400,5/1/2016 - 5/31/2016,"$106,895 ", $- ,,,,,,,,,,
421103,5/1/2016 - 5/31/2016,"$7,631 ", $- ,,,,,,,,,,
417794,5/1/2016 - 5/31/2016,"$1,022 ", $- ,,,,,,,,,,
418408,5/1/2016 - 5/31/2016,"$3,769 ",($2),,,,,,,,,,
416627,5/1/2016 - 5/31/2016,"$5,363 ", $- ,,,,,,,,,,
419152,5/1/2016 - 5/31/2016,$640 , $- ,,,,,,,,,,
412274,5/1/2016 - 5/31/2016,"$94,091 ", $- ,,,,,,,,,,
413712,5/1/2016 - 5/31/2016,"$121,853 ", $- ,,,,,,,,,,
416431,5/1/2016 - 5/31/2016,"$19,737 ", $- ,,,,,,,,,,
417364,5/1/2016 - 5/31/2016,"$8,118 ", $- ,,,,,,,,,,
423101,5/1/2016 - 5/31/2016,$400 , $- ,,,,,,,,,,
412743,5/1/2016 - 5/31/2016,"$26,775 ", $- ,,,,,,,,,,
415986,5/1/2016 - 5/31/2016,"$48,000 ", $- ,,,,,,,,,,
417526,5/1/2016 - 5/31/2016,"$24,157 ", $- ,,,,,,,,,,
415997,5/1/2016 - 5/31/2016,"$42,740 ", $- ,,,,,,,,,,
412232,5/1/2016 - 5/31/2016,"$1,376 ", $- ,,,,,,,,,,
421485,5/1/2016 - 5/31/2016,"$5,650 ", $- ,,,,,,,,,,
417288,5/1/2016 - 5/31/2016,$0.25 , $- ,,,,,,,,,,
416700,5/1/2016 - 5/31/2016,"$6,346 ", $- ,,,,,,,,,,
413201,5/1/2016 - 5/31/2016,"$14,607 ", $- ,,,,,,,,,,
412135,5/1/2016 - 5/31/2016,"$34,642 ", $- ,,,,,,,,,,
417321,5/1/2016 - 5/31/2016,"$2,166 ", $- ,,,,,,,,,,
412593,5/1/2016 - 5/31/2016,"$3,371 ", $- ,,,,,,,,,,
418910,5/1/2016 - 5/31/2016,"$24,720 ", $- ,,,,,,,,,,
413110,5/1/2016 - 5/31/2016,"$35,023 ", $- ,,,,,,,,,,
416548,5/1/2016 - 5/31/2016,"$33,551 ", $- ,,,,,,,,,,
416107,5/1/2016 - 5/31/2016,"$253,401 ", $- ,,,,,,,,,,
417082,5/1/2016 - 5/31/2016,"$3,649 ", $- ,,,,,,,,,,
415712,5/1/2016 - 5/31/2016,"$188,119 ", $- ,,,,,,,,,,
416658,5/1/2016 - 5/31/2016,"$1,935 ", $- ,,,,,,,,,,
412324,5/1/2016 - 5/31/2016,$866 , $- ,,,,,,,,,,
417303,5/1/2016 - 5/31/2016,"$10,994 ", $- ,,,,,,,,,,
413706,5/1/2016 - 5/31/2016,"$9,603 ", $- ,,,,,,,,,,
417398,5/1/2016 - 5/31/2016,"$4,841 ", $- ,,,,,,,,,,
417950,5/1/2016 - 5/31/2016,"$15,563 ", $- ,,,,,,,,,,
412672,5/1/2016 - 5/31/2016,"$44,814 ", $- ,,,,,,,,,,
417571,5/1/2016 - 5/31/2016,"$213,645 ", $- ,,,,,,,,,,
412515,5/1/2016 - 5/31/2016,"$179,401 ",($0.94),,,,,,,,,,
410738,5/1/2016 - 5/31/2016,"$5,898 ", $- ,,,,,,,,,,
412301,5/1/2016 - 5/31/2016,"$15,966 ", $- ,,,,,,,,,,
413281,5/1/2016 - 5/31/2016,($340), $- ,,,,,,,,,,
421941,5/1/2016 - 5/31/2016,"$148,584 ", $- ,,,,,,,,,,
412950,5/1/2016 - 5/31/2016,"$47,638 ", $- ,,,,,,,,,,
417174,5/1/2016 - 5/31/2016,"$49,937 ", $- ,,,,,,,,,,
413076,5/1/2016 - 5/31/2016,"$107,632 ", $- ,,,,,,,,,,
412860,5/1/2016 - 5/31/2016,"$25,451 ", $- ,,,,,,,,,,
416858,5/1/2016 - 5/31/2016,"$18,112 ", $- ,,,,,,,,,,
412436,5/1/2016 - 5/31/2016,"$21,435 ", $- ,,,,,,,,,,
414114,5/1/2016 - 5/31/2016,"$14,585 ", $- ,,,,,,,,,,
412294,5/1/2016 - 5/31/2016,"$25,461 ", $- ,,,,,,,,,,
417069,5/1/2016 - 5/31/2016,"$7,859 ", $- ,,,,,,,,,,
412295,5/1/2016 - 5/31/2016,"$67,226 ", $- ,,,,,,,,,,
412529,5/1/2016 - 5/31/2016,"$10,267 ", $- ,,,,,,,,,,
416689,5/1/2016 - 5/31/2016,"$1,398 ", $- ,,,,,,,,,,
413287,5/1/2016 - 5/31/2016,"$1,021,828 ", $- ,,,,,,,,,,
413950,5/1/2016 - 5/31/2016,$0.02 , $- ,,,,,,,,,,
419128,5/1/2016 - 5/31/2016,"$108,415 ", $- ,,,,,,,,,,
413207,5/1/2016 - 5/31/2016,"$3,100 ", $- ,,,,,,,,,,
414395,5/1/2016 - 5/31/2016,"$175,572 ", $- ,,,,,,,,,,
412426,5/1/2016 - 5/31/2016,"$5,206 ", $- ,,,,,,,,,,
415771,5/1/2016 - 5/31/2016,"$44,841 ", $- ,,,,,,,,,,
416800,5/1/2016 - 5/31/2016,"$75,632 ", $- ,,,,,,,,,,
412567,5/1/2016 - 5/31/2016,"$31,314 ", $- ,,,,,,,,,,
416795,5/1/2016 - 5/31/2016,"$23,571 ", $- ,,,,,,,,,,
415449,5/1/2016 - 5/31/2016,"$403,130 ", $- ,,,,,,,,,,
412198,5/1/2016 - 5/31/2016,$536 , $- ,,,,,,,,,,
412452,5/1/2016 - 5/31/2016,"$48,948 ", $- ,,,,,,,,,,
417147,5/1/2016 - 5/31/2016,"$63,287 ", $- ,,,,,,,,,,
417024,5/1/2016 - 5/31/2016,"$5,326 ", $- ,,,,,,,,,,
415833,5/1/2016 - 5/31/2016,"$5,001 ", $- ,,,,,,,,,,
417460,5/1/2016 - 5/31/2016,"$85,188 ", $- ,,,,,,,,,,
412645,5/1/2016 - 5/31/2016,"$6,148 ", $- ,,,,,,,,,,
412123,5/1/2016 - 5/31/2016,"$1,480 ", $- ,,,,,,,,,,
416614,5/1/2016 - 5/31/2016,"$9,407 ", $- ,,,,,,,,,,
412582,5/1/2016 - 5/31/2016,"$4,363 ", $- ,,,,,,,,,,
416746,5/1/2016 - 5/31/2016,"$5,139 ", $- ,,,,,,,,,,
412397,5/1/2016 - 5/31/2016,"$1,836 ", $- ,,,,,,,,,,
412893,5/1/2016 - 5/31/2016,"$10,891 ", $- ,,,,,,,,,,
412098,5/1/2016 - 5/31/2016,"$13,258 ", $- ,,,,,,,,,,
415958,5/1/2016 - 5/31/2016,"$11,158 ", $- ,,,,,,,,,,
416517,5/1/2016 - 5/31/2016,"$38,040 ", $- ,,,,,,,,,,
412097,5/1/2016 - 5/31/2016,"$219,877 ", $- ,,,,,,,,,,
412311,5/1/2016 - 5/31/2016,"$10,626 ", $- ,,,,,,,,,,
412985,5/1/2016 - 5/31/2016,"$2,349 ", $- ,,,,,,,,,,
414905,5/1/2016 - 5/31/2016,"$23,998 ", $- ,,,,,,,,,,
416519,5/1/2016 - 5/31/2016,"$120,302 ", $- ,,,,,,,,,,
415156,5/1/2016 - 5/31/2016,"$42,204 ", $- ,,,,,,,,,,
415790,5/1/2016 - 5/31/2016,"$25,055 ", $- ,,,,,,,,,,
419136,5/1/2016 - 5/31/2016,"$2,050 ", $- ,,,,,,,,,,
412196,5/1/2016 - 5/31/2016,"$19,909 ", $- ,,,,,,,,,,
413631,5/1/2016 - 5/31/2016,"$5,196 ", $- ,,,,,,,,,,
412591,5/1/2016 - 5/31/2016,"$7,000 ", $- ,,,,,,,,,,
416226,5/1/2016 - 5/31/2016,"$4,363 ", $- ,,,,,,,,,,
417355,5/1/2016 - 5/31/2016,"$4,740 ", $- ,,,,,,,,,,
416125,5/1/2016 - 5/31/2016,"$61,394 ", $- ,,,,,,,,,,
412249,5/1/2016 - 5/31/2016,"$10,281 ", $- ,,,,,,,,,,
413652,5/1/2016 - 5/31/2016,"$28,681 ", $- ,,,,,,,,,,
416973,5/1/2016 - 5/31/2016,"$1,292 ", $- ,,,,,,,,,,
413143,5/1/2016 - 5/31/2016,"$7,566 ", $- ,,,,,,,,,,
412866,5/1/2016 - 5/31/2016,"$136,994 ", $- ,,,,,,,,,,
413073,5/1/2016 - 5/31/2016,"$19,290 ", $- ,,,,,,,,,,
419959,5/1/2016 - 5/31/2016,"$54,962 ", $- ,,,,,,,,,,
412341,5/1/2016 - 5/31/2016,"$71,567 ", $- ,,,,,,,,,,
412074,5/1/2016 - 5/31/2016,"$125,661 ", $- ,,,,,,,,,,
419150,5/1/2016 - 5/31/2016,"$31,808 ", $- ,,,,,,,,,,
423204,5/1/2016 - 5/31/2016,"$10,472 ", $- ,,,,,,,,,,
412870,5/1/2016 - 5/31/2016,"$2,068 ", $- ,,,,,,,,,,
417735,5/1/2016 - 5/31/2016,"$37,863 ", $- ,,,,,,,,,,
414287,5/1/2016 - 5/31/2016,"$63,918 ", $- ,,,,,,,,,,
416606,5/1/2016 - 5/31/2016,"$100,918 ", $- ,,,,,,,,,,
412096,5/1/2016 - 5/31/2016,"$13,509 ", $- ,,,,,,,,,,
419395,5/1/2016 - 5/31/2016,"$42,963 ", $- ,,,,,,,,,,
416409,5/1/2016 - 5/31/2016,$694 , $- ,,,,,,,,,,
417010,5/1/2016 - 5/31/2016,"$134,961 ", $- ,,,,,,,,,,
416693,5/1/2016 - 5/31/2016,"$17,792 ", $- ,,,,,,,,,,
413085,5/1/2016 - 5/31/2016,"$41,575 ", $- ,,,,,,,,,,
412373,5/1/2016 - 5/31/2016,"$137,194 ", $- ,,,,,,,,,,
415692,5/1/2016 - 5/31/2016,"$9,947 ", $- ,,,,,,,,,,
412792,5/1/2016 - 5/31/2016,"$103,605 ", $- ,,,,,,,,,,
412586,5/1/2016 - 5/31/2016,$804 , $- ,,,,,,,,,,
415719,5/1/2016 - 5/31/2016,"$64,585 ", $- ,,,,,,,,,,
417513,5/1/2016 - 5/31/2016,"$2,327 ", $- ,,,,,,,,,,
417214,5/1/2016 - 5/31/2016,"$6,085 ", $- ,,,,,,,,,,
417295,5/1/2016 - 5/31/2016,"$56,877 ", $- ,,,,,,,,,,
415691,5/1/2016 - 5/31/2016,"$19,507 ", $- ,,,,,,,,,,
415793,5/1/2016 - 5/31/2016,"$23,350 ", $- ,,,,,,,,,,
412258,5/1/2016 - 5/31/2016,"$324,952 ",($683),,,,,,,,,,
414152,5/1/2016 - 5/31/2016,"$6,001 ", $- ,,,,,,,,,,
413123,5/1/2016 - 5/31/2016,"$8,676 ", $- ,,,,,,,,,,
412678,5/1/2016 - 5/31/2016,"$23,280 ", $- ,,,,,,,,,,
414232,5/1/2016 - 5/31/2016,"$80,043 ", $- ,,,,,,,,,,
413179,5/1/2016 - 5/31/2016,"$9,107 ",($6),,,,,,,,,,
416530,5/1/2016 - 5/31/2016,"$19,523 ", $- ,,,,,,,,,,
412875,5/1/2016 - 5/31/2016,"$7,580 ", $- ,,,,,,,,,,
418021,5/1/2016 - 5/31/2016,"$37,317 ", $- ,,,,,,,,,,
413432,5/1/2016 - 5/31/2016,"$14,985 ", $- ,,,,,,,,,,
416765,5/1/2016 - 5/31/2016,"$8,580 ", $- ,,,,,,,,,,
417163,5/1/2016 - 5/31/2016,"$3,790 ", $- ,,,,,,,,,,
412109,5/1/2016 - 5/31/2016,"$43,418 ", $- ,,,,,,,,,,
412756,5/1/2016 - 5/31/2016,"$4,350 ", $- ,,,,,,,,,,
413090,5/1/2016 - 5/31/2016,"$14,245 ", $- ,,,,,,,,,,
417021,5/1/2016 - 5/31/2016,"$9,104 ", $- ,,,,,,,,,,
412618,5/1/2016 - 5/31/2016,"$105,727 ",($0.50),,,,,,,,,,
417307,5/1/2016 - 5/31/2016,"$7,333 ", $- ,,,,,,,,,,
412446,5/1/2016 - 5/31/2016,"$4,994 ", $- ,,,,,,,,,,
412576,5/1/2016 - 5/31/2016,"$5,006 ", $- ,,,,,,,,,,
412634,5/1/2016 - 5/31/2016,"$143,100 ", $- ,,,,,,,,,,
412303,5/1/2016 - 5/31/2016,"$10,365 ", $- ,,,,,,,,,,
416153,5/1/2016 - 5/31/2016,"$46,715 ", $- ,,,,,,,,,,
412500,5/1/2016 - 5/31/2016,"$45,387 ", $- ,,,,,,,,,,
415917,5/1/2016 - 5/31/2016,"$57,672 ", $- ,,,,,,,,,,
412895,5/1/2016 - 5/31/2016,"$1,148 ", $- ,,,,,,,,,,
412031,5/1/2016 - 5/31/2016,"$19,140 ", $- ,,,,,,,,,,
416231,5/1/2016 - 5/31/2016,"$30,025 ", $- ,,,,,,,,,,
416105,5/1/2016 - 5/31/2016,"$23,900 ", $- ,,,,,,,,,,
412155,5/1/2016 - 5/31/2016,"$16,367 ", $- ,,,,,,,,,,
412762,5/1/2016 - 5/31/2016,"$33,872 ", $- ,,,,,,,,,,
415752,5/1/2016 - 5/31/2016,"$7,699 ", $- ,,,,,,,,,,
412070,5/1/2016 - 5/31/2016,"$137,585 ",($51),,,,,,,,,,
412107,5/1/2016 - 5/31/2016,"$19,729 ", $- ,,,,,,,,,,
413163,5/1/2016 - 5/31/2016,"$98,866 ", $- ,,,,,,,,,,
416448,5/1/2016 - 5/31/2016,"$170,362 ", $- ,,,,,,,,,,
412441,5/1/2016 - 5/31/2016,"$14,223 ", $- ,,,,,,,,,,
412882,5/1/2016 - 5/31/2016,"$1,508,804 ",($80),,,,,,,,,,
416499,5/1/2016 - 5/31/2016,"$49,088 ", $- ,,,,,,,,,,
415937,5/1/2016 - 5/31/2016,"$22,745 ", $- ,,,,,,,,,,
416462,5/1/2016 - 5/31/2016,"$75,638 ", $- ,,,,,,,,,,
412435,5/1/2016 - 5/31/2016,"$31,447 ", $- ,,,,,,,,,,
413719,5/1/2016 - 5/31/2016,"$39,912 ", $- ,,,,,,,,,,
412612,5/1/2016 - 5/31/2016,"$14,442 ", $- ,,,,,,,,,,
416140,5/1/2016 - 5/31/2016,"$7,800 ", $- ,,,,,,,,,,
413097,5/1/2016 - 5/31/2016,"$49,962 ", $- ,,,,,,,,,,
413943,5/1/2016 - 5/31/2016,"$53,003 ", $- ,,,,,,,,,,
421766,5/1/2016 - 5/31/2016,$825 , $- ,,,,,,,,,,
413215,5/1/2016 - 5/31/2016,"$10,092 ", $- ,,,,,,,,,,
412286,5/1/2016 - 5/31/2016,$942 , $- ,,,,,,,,,,
417498,5/1/2016 - 5/31/2016,"$5,200 ", $- ,,,,,,,,,,
412687,5/1/2016 - 5/31/2016,"$27,474 ", $- ,,,,,,,,,,
412540,5/1/2016 - 5/31/2016,"$8,285 ", $- ,,,,,,,,,,
412033,5/1/2016 - 5/31/2016,"$13,295 ", $- ,,,,,,,,,,
413170,5/1/2016 - 5/31/2016,"$68,622 ", $- ,,,,,,,,,,
412262,5/1/2016 - 5/31/2016,"$6,478 ", $- ,,,,,,,,,,
415857,5/1/2016 - 5/31/2016,"$55,821 ", $- ,,,,,,,,,,
413377,5/1/2016 - 5/31/2016,"$5,064 ", $- ,,,,,,,,,,
412235,5/1/2016 - 5/31/2016,"$37,770 ", $- ,,,,,,,,,,
412720,5/1/2016 - 5/31/2016,"$91,292 ", $- ,,,,,,,,,,
416911,5/1/2016 - 5/31/2016,"$147,595 ", $- ,,,,,,,,,,
412409,5/1/2016 - 5/31/2016,"$19,182 ", $- ,,,,,,,,,,
412784,5/1/2016 - 5/31/2016,"$202,354 ", $- ,,,,,,,,,,
412891,5/1/2016 - 5/31/2016,"$78,078 ", $- ,,,,,,,,,,
415695,5/1/2016 - 5/31/2016,"$19,518 ", $- ,,,,,,,,,,
417051,5/1/2016 - 5/31/2016,"$10,854 ", $- ,,,,,,,,,,
416544,5/1/2016 - 5/31/2016,"$16,468 ", $- ,,,,,,,,,,
416236,5/1/2016 - 5/31/2016,"$39,944 ", $- ,,,,,,,,,,
413225,5/1/2016 - 5/31/2016,"$6,545 ", $- ,,,,,,,,,,
412068,5/1/2016 - 5/31/2016,"$48,966 ", $- ,,,,,,,,,,
415459,5/1/2016 - 5/31/2016,"$30,003 ", $- ,,,,,,,,,,
415812,5/1/2016 - 5/31/2016,"$1,038 ", $- ,,,,,,,,,,
412062,5/1/2016 - 5/31/2016,"$16,468 ", $- ,,,,,,,,,,
415707,5/1/2016 - 5/31/2016,"$30,107 ", $- ,,,,,,,,,,
415704,5/1/2016 - 5/31/2016,"$22,565 ", $- ,,,,,,,,,,
413077,5/1/2016 - 5/31/2016,"$52,008 ", $- ,,,,,,,,,,
415768,5/1/2016 - 5/31/2016,"$15,818 ", $- ,,,,,,,,,,
413667,5/1/2016 - 5/31/2016,"$15,161 ", $- ,,,,,,,,,,
416124,5/1/2016 - 5/31/2016,"$17,293 ", $- ,,,,,,,,,,
412826,5/1/2016 - 5/31/2016,"$43,354 ", $- ,,,,,,,,,,
422257,5/1/2016 - 5/31/2016,"$11,299 ", $- ,,,,,,,,,,
417346,5/1/2016 - 5/31/2016,"$2,683 ", $- ,,,,,,,,,,
416106,5/1/2016 - 5/31/2016,"$20,741 ", $- ,,,,,,,,,,
416063,5/1/2016 - 5/31/2016,"$146,228 ", $- ,,,,,,,,,,
416206,5/1/2016 - 5/31/2016,"$6,619 ", $- ,,,,,,,,,,
414115,5/1/2016 - 5/31/2016,"$19,288 ", $- ,,,,,,,,,,
416931,5/1/2016 - 5/31/2016,$910 , $- ,,,,,,,,,,
412346,5/1/2016 - 5/31/2016,"$254,641 ", $- ,,,,,,,,,,
415921,5/1/2016 - 5/31/2016,"$3,034 ", $- ,,,,,,,,,,
414023,5/1/2016 - 5/31/2016,"$10,234 ", $- ,,,,,,,,,,
416062,5/1/2016 - 5/31/2016,"$8,812 ", $- ,,,,,,,,,,
417586,5/1/2016 - 5/31/2016,"$48,056 ", $- ,,,,,,,,,,
414042,5/1/2016 - 5/31/2016,"$36,703 ", $- ,,,,,,,,,,
416698,5/1/2016 - 5/31/2016,$325 , $- ,,,,,,,,,,
417168,5/1/2016 - 5/31/2016,"$46,904 ", $- ,,,,,,,,,,
413133,5/1/2016 - 5/31/2016,"$6,347 ", $- ,,,,,,,,,,
413021,5/1/2016 - 5/31/2016,"$56,905 ", $- ,,,,,,,,,,
412856,5/1/2016 - 5/31/2016,"$14,285 ", $- ,,,,,,,,,,
412855,5/1/2016 - 5/31/2016,"$6,615 ", $- ,,,,,,,,,,
413193,5/1/2016 - 5/31/2016,"$5,330 ", $- ,,,,,,,,,,
412130,5/1/2016 - 5/31/2016,$93 , $- ,,,,,,,,,,
417338,5/1/2016 - 5/31/2016,"$27,475 ", $- ,,,,,,,,,,
412358,5/1/2016 - 5/31/2016,"$7,796 ", $- ,,,,,,,,,,
417075,5/1/2016 - 5/31/2016,"$2,000 ", $- ,,,,,,,,,,
412615,5/1/2016 - 5/31/2016,"$32,170 ", $- ,,,,,,,,,,
416942,5/1/2016 - 5/31/2016,"$83,430 ", $- ,,,,,,,,,,
417698,5/1/2016 - 5/31/2016,"$17,721 ", $- ,,,,,,,,,,
412437,5/1/2016 - 5/31/2016,$500 , $- ,,,,,,,,,,
416310,5/1/2016 - 5/31/2016,"$7,734 ", $- ,,,,,,,,,,
416626,5/1/2016 - 5/31/2016,"$17,291 ", $- ,,,,,,,,,,
413154,5/1/2016 - 5/31/2016,"$10,597 ", $- ,,,,,,,,,,
415852,5/1/2016 - 5/31/2016,"$58,656 ", $- ,,,,,,,,,,
412192,5/1/2016 - 5/31/2016,"$1,830 ", $- ,,,,,,,,,,
412273,5/1/2016 - 5/31/2016,"$81,642 ",($2),,,,,,,,,,
413665,5/1/2016 - 5/31/2016,"$78,124 ", $- ,,,,,,,,,,
412425,5/1/2016 - 5/31/2016,"$163,614 ", $- ,,,,,,,,,,
415914,5/1/2016 - 5/31/2016,"$68,311 ", $- ,,,,,,,,,,
413942,5/1/2016 - 5/31/2016,"$38,482 ", $- ,,,,,,,,,,
416561,5/1/2016 - 5/31/2016,"$17,962 ", $- ,,,,,,,,,,
412208,5/1/2016 - 5/31/2016,"$3,465 ", $- ,,,,,,,,,,
412112,5/1/2016 - 5/31/2016,"$210,858 ",($65),,,,,,,,,,
412069,5/1/2016 - 5/31/2016,"$8,888 ", $- ,,,,,,,,,,
415748,5/1/2016 - 5/31/2016,"$51,408 ", $- ,,,,,,,,,,
416557,5/1/2016 - 5/31/2016,"$3,554 ", $- ,,,,,,,,,,
417068,5/1/2016 - 5/31/2016,"$262,269 ", $- ,,,,,,,,,,
412431,5/1/2016 - 5/31/2016,"$34,176 ", $- ,,,,,,,,,,
415900,5/1/2016 - 5/31/2016,"$3,678 ", $- ,,,,,,,,,,
412621,5/1/2016 - 5/31/2016,"$14,532 ", $- ,,,,,,,,,,
416968,5/1/2016 - 5/31/2016,"$43,995 ", $- ,,,,,,,,,,
412236,5/1/2016 - 5/31/2016,"$96,189 ",($113),,,,,,,,,,
412952,5/1/2016 - 5/31/2016,"$42,304 ", $- ,,,,,,,,,,
412843,5/1/2016 - 5/31/2016,"$14,319 ", $- ,,,,,,,,,,
413180,5/1/2016 - 5/31/2016,"$22,889 ", $- ,,,,,,,,,,
415935,5/1/2016 - 5/31/2016,"$64,941 ", $- ,,,,,,,,,,
413199,5/1/2016 - 5/31/2016,"$24,139 ", $- ,,,,,,,,,,
413099,5/1/2016 - 5/31/2016,"$24,789 ", $- ,,,,,,,,,,
415819,5/1/2016 - 5/31/2016,"$91,652 ", $- ,,,,,,,,,,
412056,5/1/2016 - 5/31/2016,"$176,776 ", $- ,,,,,,,,,,
416566,5/1/2016 - 5/31/2016,"$31,383 ", $- ,,,,,,,,,,
416311,5/1/2016 - 5/31/2016,"$1,608 ", $- ,,,,,,,,,,
412679,5/1/2016 - 5/31/2016,"$56,732 ",($150),,,,,,,,,,
413718,5/1/2016 - 5/31/2016,"$493,003 ", $- ,,,,,,,,,,
412585,5/1/2016 - 5/31/2016,$488 , $- ,,,,,,,,,,
415815,5/1/2016 - 5/31/2016,"$13,914 ", $- ,,,,,,,,,,
414273,5/1/2016 - 5/31/2016,"$2,837 ", $- ,,,,,,,,,,
412076,5/1/2016 - 5/31/2016,"$130,245 ", $- ,,,,,,,,,,
414200,5/1/2016 - 5/31/2016,"$17,563 ", $- ,,,,,,,,,,
413463,5/1/2016 - 5/31/2016,"$7,652 ", $- ,,,,,,,,,,
412594,5/1/2016 - 5/31/2016,"$1,043 ", $- ,,,,,,,,,,
417285,5/1/2016 - 5/31/2016,$20 , $- ,,,,,,,,,,
412111,5/1/2016 - 5/31/2016,"$151,662 ", $- ,,,,,,,,,,
412589,5/1/2016 - 5/31/2016,"$30,795 ", $- ,,,,,,,,,,
421873,5/1/2016 - 5/31/2016,"$37,319 ", $- ,,,,,,,,,,
416158,5/1/2016 - 5/31/2016,"$1,827 ", $- ,,,,,,,,,,
